職場の様子,休日休暇(月曜日),（派遣先）配属先部署　男女比　男,大手企業,交通費別途支給,（派遣先）配属先部署　人数,残業月20時間以上,職種コード,1日7時間以下勤務OK,短時間勤務OK(1日4h以内),駅から徒歩5分以内,学校・公的機関（官公庁）,土日祝のみ勤務,掲載期間　開始日,Wordのスキルを活かす,勤務地　最寄駅1（分）,派遣スタッフ活躍中,大量募集,Accessのスキルを活かす,休日休暇(火曜日),平日休みあり,休日休暇　備考,フラグオプション選択,期間・時間　勤務時間,期間・時間　勤務期間,派遣形態,週2・3日OK,勤務先公開,Excelのスキルを活かす,16時前退社OK,正社員登用あり,残業月20時間未満,勤務地　備考,英語力不要,拠点番号,休日休暇(日曜日),社員食堂あり,お仕事名,10時以降出社OK,期間・時間　勤務開始日,英語以外の語学力を活かす,休日休暇(祝日),外資系企業,服装自由,PowerPointのスキルを活かす,（派遣先）配属先部署,（派遣先）配属先部署　男女比　女,仕事内容,休日休暇(土曜日),休日休暇(木曜日),勤務地　最寄駅1（沿線名）,（派遣先）配属先部署　平均年齢,英語力を活かす,会社概要　業界コード,勤務地　都道府県コード,PCスキル不要,車通勤OK,制服あり,休日休暇(水曜日),仕事の仕方,勤務地　最寄駅1（駅からの交通手段）,応募資格,紹介予定派遣,シフト勤務,経験者優遇,週4日勤務,未経験OK,派遣会社のうれしい特典,土日祝休み,給与/交通費　交通費,掲載期間　終了日,休日休暇(金曜日),お仕事のポイント（仕事PR）,扶養控除内,給与/交通費　給与下限,オフィスが禁煙・分煙,勤務地　市区町村コード,（派遣先）職場の雰囲気,勤務地　最寄駅1（駅名）,給与/交通費　備考,残業なし
4,0,6.0,1,0,5.0,0,20020,1,0,1,0,0,1,1,1.0,1,0,0,0,0,1,1,754,5,0,0,0,1,0,0,0,2,1,0,1,0,1735,1,51,0,1,0,1,0,806,4.0,8691,1,0,1,33.0,0,27000,13,0,0,0,0,1,1.0,1166,0,0,1,0,1,0,1,3,1,0,1677,0,1700,1,102,35,9,214200.0,1
3,0,5.0,0,0,8.0,0,20020,0,0,0,0,0,1,1,8.0,0,0,0,0,0,1,0,368,5,0,0,0,1,0,0,0,18,1,0,1,0,766,0,51,0,1,0,1,0,96,5.0,8692,1,0,12,40.0,0,22000,13,0,0,0,0,2,1.0,46,0,0,1,0,1,0,1,3,1,0,765,0,1650,1,108,8,42,259875.0,1
3,0,5.0,0,0,8.0,0,20020,0,0,0,0,0,1,1,8.0,0,0,0,0,0,1,0,368,5,0,0,0,1,0,0,0,18,1,0,1,0,766,0,51,0,1,0,1,0,96,5.0,8692,1,0,12,40.0,0,22000,13,0,0,0,0,2,1.0,46,0,0,1,0,1,0,1,3,1,0,765,0,1650,1,108,8,42,259875.0,1
3,0,7.0,0,0,10.0,0,22020,1,0,1,0,0,1,1,2.0,0,0,0,0,0,1,1,26,5,0,0,0,1,1,0,0,15,1,0,1,0,8064,1,51,0,1,0,1,0,3000,3.0,8693,1,0,2,40.0,0,27000,13,0,0,0,0,1,1.0,3799,0,0,1,0,0,0,1,3,1,0,7948,0,1600,1,110,750,126,168000.0,1
3,0,7.0,1,0,40.0,0,20810,0,0,0,0,0,1,1,7.0,1,0,0,0,1,131,1,2627,5,0,0,0,1,0,0,0,10,1,0,0,0,8065,0,51,0,0,0,1,0,2083,3.0,8694,0,0,11,25.0,0,22000,13,0,0,0,0,5,1.0,3800,0,1,1,0,1,0,0,3,1,0,7949,0,1650,1,104,67,21,235200.0,1
3,0,7.0,1,0,40.0,0,20810,0,0,0,0,0,1,1,7.0,1,0,0,0,1,131,1,2627,5,0,0,0,1,0,0,0,10,1,0,0,0,8065,0,51,0,0,0,1,0,2083,3.0,8694,0,0,11,25.0,0,22000,13,0,0,0,0,5,1.0,3800,0,1,1,0,1,0,0,3,1,0,7949,0,1650,1,104,67,21,235200.0,1
3,0,5.0,0,0,11.0,0,22020,0,0,1,0,0,1,1,7.0,1,0,0,0,0,1,1,1460,5,0,0,0,1,0,0,1,8,1,0,1,0,8066,0,51,0,1,0,1,0,110,5.0,8695,1,0,6,40.0,0,23000,13,0,0,0,0,3,1.0,208,0,0,1,0,1,0,1,3,1,0,7950,0,1700,1,105,22,6,258825.0,0
3,0,5.0,0,0,11.0,0,22020,0,0,1,0,0,1,1,7.0,1,0,0,0,0,1,1,1460,5,0,0,0,1,0,0,1,8,1,0,1,0,8066,0,51,0,1,0,1,0,110,5.0,8695,1,0,6,40.0,0,23000,13,0,0,0,0,3,1.0,208,0,0,1,0,1,0,1,3,1,0,7950,0,1700,1,105,22,6,258825.0,0
3,0,5.0,0,0,2.0,0,20020,1,0,0,0,0,1,1,7.0,0,0,0,0,0,1,3,485,3,0,0,0,1,0,0,0,10,1,0,1,0,1025,1,51,0,1,0,1,0,31,5.0,8696,1,0,11,30.0,0,27000,13,0,0,0,0,1,1.0,740,0,0,1,0,0,0,1,3,1,0,1022,0,1650,1,104,28,21,207900.0,1
3,0,5.0,0,0,2.0,0,20020,1,0,0,0,0,1,1,7.0,0,0,0,0,0,1,3,485,3,0,0,0,1,0,0,0,10,1,0,1,0,1025,1,51,0,1,0,1,0,31,5.0,8696,1,0,11,30.0,0,27000,13,0,0,0,0,1,1.0,740,0,0,1,0,0,0,1,3,1,0,1022,0,1650,1,104,28,21,207900.0,1
3,0,4.0,1,0,8.0,0,20040,0,0,1,0,0,1,1,3.0,1,0,0,0,1,101,0,13,5,0,0,0,1,0,0,0,10,1,0,0,0,8067,0,51,0,0,0,1,0,2784,6.0,8697,0,0,11,40.0,0,29000,13,0,0,0,1,5,1.0,3801,0,1,1,0,1,0,0,3,1,0,7951,0,1500,1,104,187,21,235200.0,1
3,0,3.0,1,0,15.0,0,22020,0,0,1,0,0,1,1,1.0,1,0,0,0,0,1,0,478,5,1,0,0,1,0,0,1,1,1,0,1,1,1004,0,51,0,1,0,1,0,529,7.0,8698,1,0,11,40.0,0,28000,13,0,0,0,0,1,1.0,724,1,0,1,0,1,0,1,3,1,0,1001,0,1650,1,101,63,19,251213.0,0
3,0,3.0,1,0,15.0,0,22020,0,0,1,0,0,1,1,1.0,1,0,0,0,0,1,0,478,5,1,0,0,1,0,0,1,1,1,0,1,1,1004,0,51,0,1,0,1,0,529,7.0,8698,1,0,11,40.0,0,28000,13,0,0,0,0,1,1.0,724,1,0,1,0,1,0,1,3,1,0,1001,0,1650,1,101,63,19,251213.0,0
3,0,6.0,0,0,8.0,0,20020,0,0,1,0,0,1,1,1.0,1,0,0,0,0,1,3,773,5,0,0,0,1,0,0,0,10,1,0,1,0,8068,0,52,0,1,0,1,0,31,4.0,8699,1,0,15,46.0,0,28000,13,0,0,0,0,5,1.0,1471,0,0,1,0,1,0,1,3,1,0,2184,0,1550,1,104,24,25,241413.0,1
3,0,6.0,0,0,8.0,0,20020,0,0,1,0,0,1,1,1.0,1,0,0,0,0,1,3,773,5,0,0,0,1,0,0,0,10,1,0,1,0,8068,0,52,0,1,0,1,0,31,4.0,8699,1,0,15,46.0,0,28000,13,0,0,0,0,5,1.0,1471,0,0,1,0,1,0,1,3,1,0,2184,0,1550,1,104,24,25,241413.0,1
3,0,5.0,0,1,2.0,0,22020,0,0,1,0,0,1,1,3.0,0,0,0,0,0,1,1,49,5,0,0,0,1,0,0,0,5,1,0,1,0,1683,0,51,0,1,0,1,0,35,5.0,8700,1,0,24,40.0,0,27000,13,0,0,0,0,2,1.0,1167,0,0,1,0,1,0,1,2,1,0,1679,0,1700,1,103,21,74,285600.0,1
3,0,5.0,0,1,2.0,0,22020,0,0,1,0,0,1,1,3.0,0,0,0,0,0,1,1,49,5,0,0,0,1,0,0,0,5,1,0,1,0,1683,0,51,0,1,0,1,0,35,5.0,8700,1,0,24,40.0,0,27000,13,0,0,0,0,2,1.0,1167,0,0,1,0,1,0,1,2,1,0,1679,0,1700,1,103,21,74,285600.0,1
3,0,3.0,0,0,10.0,0,20020,1,0,1,0,0,1,1,3.0,1,0,0,0,0,1,3,1,5,0,0,0,1,0,0,0,10,1,0,1,0,8069,0,52,0,1,0,1,0,3001,7.0,8701,1,0,7,47.0,0,28000,13,0,0,0,0,5,1.0,20,0,0,1,0,1,0,1,3,1,0,7952,0,1440,1,104,10,222,211680.0,1
3,0,7.0,1,0,7.0,0,22020,0,0,0,0,0,1,1,10.0,1,0,0,1,1,79,1,77,5,0,0,0,1,0,0,0,20,1,0,0,0,8070,0,51,0,0,0,1,0,35,3.0,8702,0,0,32,40.0,0,29000,13,0,0,0,1,1,1.0,20,0,1,1,0,1,0,0,3,1,0,7953,0,1550,1,120,4,248,260400.0,1
3,0,7.0,1,0,7.0,0,22020,0,0,0,0,0,1,1,10.0,1,0,0,1,1,79,1,77,5,0,0,0,1,0,0,0,20,1,0,0,0,8070,0,51,0,0,0,1,0,35,3.0,8702,0,0,32,40.0,0,29000,13,0,0,0,1,1,1.0,20,0,1,1,0,1,0,0,3,1,0,7953,0,1550,1,120,4,248,260400.0,1
3,0,1.0,1,0,7.0,0,20020,1,0,1,0,0,1,1,5.0,1,0,0,0,0,1,3,525,5,0,0,0,1,0,0,0,5,1,0,1,0,8071,0,51,0,1,0,1,0,31,9.0,8703,1,0,2,51.0,0,28000,13,0,0,0,0,1,1.0,20,0,0,1,0,1,0,1,3,1,0,7954,0,1580,1,103,36,11,223965.0,1
3,0,1.0,0,0,7.0,1,22030,0,0,0,0,0,1,1,13.0,1,0,0,0,0,1,0,361,5,0,0,1,1,0,0,0,9,1,0,1,0,8072,1,51,0,1,0,1,1,802,9.0,8704,1,0,2,31.0,0,27002,13,0,0,0,0,2,1.0,3802,0,0,1,0,1,0,1,3,1,0,7955,0,1750,1,113,21,34,294000.0,0
3,0,1.0,0,0,7.0,1,22030,0,0,0,0,0,1,1,13.0,1,0,0,0,0,1,0,361,5,0,0,1,1,0,0,0,9,1,0,1,0,8072,1,51,0,1,0,1,1,802,9.0,8704,1,0,2,31.0,0,27002,13,0,0,0,0,2,1.0,3802,0,0,1,0,1,0,1,3,1,0,7955,0,1750,1,113,21,34,294000.0,0
4,0,2.0,0,1,6.0,0,20040,1,1,1,0,0,1,1,5.0,1,0,0,0,0,642,0,2628,5,0,0,0,1,0,0,0,10,1,0,1,1,8073,1,51,0,1,0,1,0,363,8.0,8705,1,0,10,35.0,0,21000,13,0,0,0,0,2,1.0,3803,0,0,1,0,1,0,1,2,1,0,7956,0,1400,1,104,40,295,235200.0,1
3,0,5.0,0,0,8.0,0,20020,0,0,1,0,0,1,1,3.0,1,0,0,0,0,0,1,217,5,0,0,0,1,0,0,1,1,1,0,1,1,8074,0,59,0,1,0,1,0,3002,5.0,8706,1,0,6,40.0,0,29000,13,0,0,0,0,2,1.0,20,0,0,1,0,1,0,1,3,1,0,7957,0,1650,1,101,11,75,277200.0,0
3,0,5.0,0,0,8.0,0,20020,0,0,1,0,0,1,1,3.0,1,0,0,0,0,0,1,217,5,0,0,0,1,0,0,1,1,1,0,1,1,8074,0,59,0,1,0,1,0,3002,5.0,8706,1,0,6,40.0,0,29000,13,0,0,0,0,2,1.0,20,0,0,1,0,1,0,1,3,1,0,7957,0,1650,1,101,11,75,277200.0,0
3,0,2.0,0,0,5.0,0,20030,0,0,1,0,0,1,1,10.0,0,0,0,0,0,1,0,58,5,0,0,0,1,0,0,0,2,1,0,1,0,8075,0,51,0,1,0,1,1,1559,8.0,8707,1,0,2,40.0,0,27000,13,0,0,0,0,5,1.0,3517,0,0,1,0,1,0,1,3,1,0,7958,0,1750,1,102,5,3,284813.0,1
3,0,2.0,0,0,5.0,0,20030,0,0,1,0,0,1,1,10.0,0,0,0,0,0,1,0,58,5,0,0,0,1,0,0,0,2,1,0,1,0,8075,0,51,0,1,0,1,1,1559,8.0,8707,1,0,2,40.0,0,27000,13,0,0,0,0,5,1.0,3517,0,0,1,0,1,0,1,3,1,0,7958,0,1750,1,102,5,3,284813.0,1
2,0,0.0,0,0,1.0,0,20810,0,0,0,0,0,1,1,8.0,1,0,0,0,0,1,1,49,5,0,0,0,1,0,0,0,9,1,0,1,0,8076,0,51,0,1,0,0,0,112,10.0,8708,1,0,2,40.0,0,29000,13,0,0,1,0,2,1.0,3804,0,0,1,0,1,0,1,3,1,0,7959,0,1500,1,113,23,34,252000.0,1
2,0,0.0,0,0,1.0,0,20810,0,0,0,0,0,1,1,8.0,1,0,0,0,0,1,1,49,5,0,0,0,1,0,0,0,9,1,0,1,0,8076,0,51,0,1,0,0,0,112,10.0,8708,1,0,2,40.0,0,29000,13,0,0,1,0,2,1.0,3804,0,0,1,0,1,0,1,3,1,0,7959,0,1500,1,113,23,34,252000.0,1
3,0,2.0,0,0,13.0,0,22030,0,0,1,0,0,1,1,8.0,1,0,0,0,0,1,3,2629,5,0,0,0,1,0,0,1,1,1,0,1,0,8077,0,54,0,1,0,1,1,3003,8.0,8709,1,0,2,40.0,0,27000,13,0,0,0,0,2,1.0,3805,0,0,1,0,1,0,1,3,1,0,7960,0,1700,1,101,2,3,267750.0,0
3,0,1.0,0,0,23.0,0,20020,0,0,1,0,0,1,1,10.0,1,0,0,0,0,1,1,12,5,0,0,0,1,0,0,0,9,1,0,1,0,8078,0,51,0,1,1,1,0,0,9.0,8710,1,0,2,40.0,0,28000,13,0,0,0,0,5,1.0,3806,0,0,1,0,1,0,1,3,1,0,7961,0,1650,1,113,71,34,259875.0,1
3,0,1.0,0,0,23.0,0,20020,0,0,1,0,0,1,1,10.0,1,0,0,0,0,1,1,12,5,0,0,0,1,0,0,0,9,1,0,1,0,8078,0,51,0,1,1,1,0,0,9.0,8710,1,0,2,40.0,0,28000,13,0,0,0,0,5,1.0,3806,0,0,1,0,1,0,1,3,1,0,7961,0,1650,1,113,71,34,259875.0,1
3,0,5.0,1,0,8.0,0,22020,0,0,1,0,0,1,1,3.0,1,0,0,0,0,1,1,2630,5,0,0,0,1,0,0,0,34,1,0,1,0,8079,0,51,0,1,0,1,0,860,5.0,8711,1,0,11,40.0,0,23000,13,0,0,0,0,1,1.0,3807,0,0,1,0,1,0,1,3,1,0,7962,0,1750,1,114,71,183,235200.0,1
3,0,5.0,1,0,8.0,0,22020,0,0,1,0,0,1,1,3.0,1,0,0,0,0,1,1,2630,5,0,0,0,1,0,0,0,34,1,0,1,0,8079,0,51,0,1,0,1,0,860,5.0,8711,1,0,11,40.0,0,23000,13,0,0,0,0,1,1.0,3807,0,0,1,0,1,0,1,3,1,0,7962,0,1750,1,114,71,183,235200.0,1
4,0,4.0,0,0,11.0,1,20020,0,0,1,0,0,1,1,5.0,1,0,0,0,1,643,1,2631,5,0,0,0,1,0,0,0,1,1,0,1,1,8080,1,52,0,0,0,1,0,3004,6.0,8712,0,1,14,37.0,0,26000,13,0,0,0,0,5,1.0,182,0,1,1,0,1,0,0,3,1,0,7963,0,1600,1,101,14,144,235200.0,0
4,0,2.0,1,0,13.0,0,20020,1,0,1,0,0,1,1,1.0,1,0,0,0,0,1,1,39,5,0,0,0,1,0,0,0,2,1,0,1,0,8081,1,52,0,1,0,1,1,96,8.0,8713,1,0,13,32.0,0,21000,13,0,0,0,0,1,1.0,3808,0,0,1,0,1,0,1,3,1,0,7964,0,1750,1,102,35,87,257250.0,1
3,0,7.0,0,1,7.0,0,20030,1,0,1,0,0,1,1,2.0,0,0,0,0,0,1,3,25,5,0,0,0,1,0,0,0,2,1,0,1,0,8082,1,52,0,1,1,1,0,3005,3.0,8714,1,0,1,42.0,0,22000,13,0,0,0,0,1,1.0,3809,0,0,1,0,1,0,1,2,1,0,7965,0,1600,1,102,751,53,201600.0,1
3,0,3.0,0,0,4.0,0,22020,0,0,1,0,0,1,1,2.0,1,0,0,0,0,1,1,115,5,0,0,0,1,0,0,0,8,1,0,1,0,8083,0,51,0,1,0,1,0,1,7.0,8715,1,0,11,42.0,0,22000,13,0,0,0,0,5,1.0,3810,0,0,1,0,1,0,1,3,1,0,7966,0,1680,1,105,44,50,270480.0,1
3,0,3.0,0,0,4.0,0,22020,0,0,1,0,0,1,1,2.0,1,0,0,0,0,1,1,115,5,0,0,0,1,0,0,0,8,1,0,1,0,8083,0,51,0,1,0,1,0,1,7.0,8715,1,0,11,42.0,0,22000,13,0,0,0,0,5,1.0,3810,0,0,1,0,1,0,1,3,1,0,7966,0,1680,1,105,44,50,270480.0,1
3,0,2.0,1,0,10.0,0,20020,0,0,1,0,0,1,1,2.0,1,0,0,0,0,1,1,89,5,0,0,0,1,0,0,0,1,1,0,1,0,2144,0,69,0,1,0,1,0,983,8.0,8716,1,0,14,39.0,0,28000,13,0,0,0,0,2,1.0,1449,0,0,1,0,1,0,1,3,1,0,2137,0,1750,1,101,20,43,275625.0,1
3,0,2.0,1,0,10.0,0,20020,0,0,1,0,0,1,1,2.0,1,0,0,0,0,1,1,89,5,0,0,0,1,0,0,0,1,1,0,1,0,2144,0,69,0,1,0,1,0,983,8.0,8716,1,0,14,39.0,0,28000,13,0,0,0,0,2,1.0,1449,0,0,1,0,1,0,1,3,1,0,2137,0,1750,1,101,20,43,275625.0,1
3,0,3.0,0,0,3.0,0,20020,1,0,1,0,0,1,1,3.0,0,0,0,0,0,1,3,39,5,0,0,0,1,0,0,0,10,1,0,1,0,2294,1,51,0,1,0,1,0,31,7.0,8717,1,0,11,43.0,0,27002,13,0,0,0,0,4,1.0,15,0,0,1,0,1,0,1,3,1,0,2285,0,1600,1,104,11,188,235200.0,1
3,0,3.0,0,0,3.0,0,20020,1,0,1,0,0,1,1,3.0,0,0,0,0,0,1,3,39,5,0,0,0,1,0,0,0,10,1,0,1,0,2294,1,51,0,1,0,1,0,31,7.0,8717,1,0,11,43.0,0,27002,13,0,0,0,0,4,1.0,15,0,0,1,0,1,0,1,3,1,0,2285,0,1600,1,104,11,188,235200.0,1
3,0,7.0,1,0,3.0,0,20030,0,0,1,0,0,1,1,4.0,1,0,0,0,0,1,1,2632,5,0,0,0,1,0,0,1,5,1,0,1,0,8084,0,51,0,1,0,1,0,3006,3.0,8718,1,0,2,40.0,0,29000,13,0,0,0,0,1,1.0,15,0,0,1,0,1,0,1,3,1,0,7967,0,1700,1,103,10,95,276675.0,0
3,0,6.0,0,0,5.0,0,22020,0,0,0,0,0,1,0,5.0,1,0,0,0,0,1,0,77,5,0,0,0,1,0,0,0,1,1,0,1,0,8085,0,51,0,1,0,1,0,116,4.0,8719,1,0,19,32.0,0,27002,13,0,0,0,0,1,0.0,3811,0,0,1,0,1,0,1,3,1,0,7968,0,1750,1,101,36,38,294000.0,1
3,0,6.0,0,0,5.0,0,22020,0,0,0,0,0,1,0,5.0,1,0,0,0,0,1,0,77,5,0,0,0,1,0,0,0,1,1,0,1,0,8085,0,51,0,1,0,1,0,116,4.0,8719,1,0,19,32.0,0,27002,13,0,0,0,0,1,0.0,3811,0,0,1,0,1,0,1,3,1,0,7968,0,1750,1,101,36,38,294000.0,1
3,0,5.0,1,0,16.0,1,20310,0,0,1,0,0,1,1,5.0,1,0,0,0,0,1,1,6,5,0,0,0,1,0,0,0,23,0,0,1,0,2107,0,51,0,1,0,1,0,965,5.0,8720,1,0,21,39.0,1,26000,13,0,0,0,0,4,1.0,1428,0,0,1,0,0,0,1,3,1,0,2100,0,1600,1,109,62,256,268800.0,0
3,0,5.0,1,0,16.0,1,20310,0,0,1,0,0,1,1,5.0,1,0,0,0,0,1,1,6,5,0,0,0,1,0,0,0,23,0,0,1,0,2107,0,51,0,1,0,1,0,965,5.0,8720,1,0,21,39.0,1,26000,13,0,0,0,0,4,1.0,1428,0,0,1,0,0,0,1,3,1,0,2100,0,1600,1,109,62,256,268800.0,0
3,0,0.0,1,0,1.0,0,20020,0,0,1,0,0,1,1,3.0,1,0,0,0,0,1,1,13,5,0,0,0,1,0,0,0,9,1,0,1,0,8086,0,52,0,1,0,1,0,3007,10.0,8721,1,0,2,58.0,0,21000,13,0,0,0,0,2,1.0,3812,0,0,1,0,1,0,1,3,1,0,7969,0,1650,1,113,12,154,259875.0,1
3,0,3.0,0,0,4.0,1,20020,0,0,1,0,0,1,1,5.0,1,0,0,0,0,1,1,6,5,0,0,0,1,0,0,0,9,1,0,1,0,8087,0,51,0,1,0,1,0,742,7.0,8722,1,0,2,34.0,0,21000,13,0,0,0,0,4,1.0,3813,0,0,1,0,1,0,1,3,1,0,7970,0,1650,1,113,14,34,277200.0,0
3,0,3.0,0,0,4.0,1,20020,0,0,1,0,0,1,1,5.0,1,0,0,0,0,1,1,6,5,0,0,0,1,0,0,0,9,1,0,1,0,8087,0,51,0,1,0,1,0,742,7.0,8722,1,0,2,34.0,0,21000,13,0,0,0,0,4,1.0,3813,0,0,1,0,1,0,1,3,1,0,7970,0,1650,1,113,14,34,277200.0,0
2,0,8.0,0,0,10.0,0,20020,0,0,1,0,0,1,1,10.0,0,0,0,1,0,644,3,2633,5,0,1,0,1,0,0,0,1,1,0,1,0,8088,1,51,0,1,0,1,0,14,2.0,8723,1,1,2,30.0,0,21000,13,0,0,0,0,2,1.0,20,0,0,1,0,1,0,1,3,1,0,7971,0,1600,1,101,182,52,235200.0,1
2,0,8.0,0,0,10.0,0,20020,0,0,1,0,0,1,1,10.0,0,0,0,1,0,644,3,2633,5,0,1,0,1,0,0,0,1,1,0,1,0,8088,1,51,0,1,0,1,0,14,2.0,8723,1,1,2,30.0,0,21000,13,0,0,0,0,2,1.0,20,0,0,1,0,1,0,1,3,1,0,7971,0,1600,1,101,182,52,235200.0,1
3,0,2.0,1,0,25.0,0,20020,0,0,0,0,0,1,1,12.0,1,0,0,1,1,196,0,77,5,0,0,0,1,0,0,0,3,1,0,0,0,1695,0,73,0,0,0,0,0,809,8.0,8724,0,0,18,46.0,0,26000,13,0,0,1,1,2,1.0,548,0,0,1,0,1,0,0,3,1,0,1691,0,1500,1,112,39,70,252000.0,1
3,0,2.0,1,0,25.0,0,20020,0,0,0,0,0,1,1,12.0,1,0,0,1,1,196,0,77,5,0,0,0,1,0,0,0,3,1,0,0,0,1695,0,73,0,0,0,0,0,809,8.0,8724,0,0,18,46.0,0,26000,13,0,0,1,1,2,1.0,548,0,0,1,0,1,0,0,3,1,0,1691,0,1500,1,112,39,70,252000.0,1
3,0,2.0,0,0,13.0,1,20020,0,0,1,0,0,1,1,2.0,1,0,0,0,0,1,1,361,5,0,0,0,1,0,0,0,1,1,0,1,0,8089,1,52,0,1,0,1,0,3008,8.0,8725,1,0,20,33.0,0,29300,13,0,0,0,0,5,1.0,3814,0,0,1,0,1,0,1,3,1,0,7972,0,1700,1,101,4,136,285600.0,0
3,0,2.0,0,0,13.0,1,20020,0,0,1,0,0,1,1,2.0,1,0,0,0,0,1,1,361,5,0,0,0,1,0,0,0,1,1,0,1,0,8089,1,52,0,1,0,1,0,3008,8.0,8725,1,0,20,33.0,0,29300,13,0,0,0,0,5,1.0,3814,0,0,1,0,1,0,1,3,1,0,7972,0,1700,1,101,4,136,285600.0,0
2,0,1.0,0,0,14.0,0,20020,1,0,1,0,0,1,1,1.0,1,0,0,0,0,1,0,1,5,0,0,0,1,0,0,0,8,1,0,1,0,8090,0,51,0,1,0,0,0,0,9.0,8726,1,0,16,37.0,0,29200,13,0,0,0,0,4,1.0,1260,0,0,1,0,1,0,1,3,1,0,7973,0,1560,1,105,12,214,229320.0,1
2,0,1.0,0,0,14.0,0,20020,1,0,1,0,0,1,1,1.0,1,0,0,0,0,1,0,1,5,0,0,0,1,0,0,0,8,1,0,1,0,8090,0,51,0,1,0,0,0,0,9.0,8726,1,0,16,37.0,0,29200,13,0,0,0,0,4,1.0,1260,0,0,1,0,1,0,1,3,1,0,7973,0,1560,1,105,12,214,229320.0,1
3,0,7.0,0,1,20.0,0,20020,0,0,1,0,0,1,0,5.0,1,0,0,0,0,1,0,2634,5,0,0,0,1,0,0,0,8,1,0,1,0,8091,0,52,0,1,0,1,0,31,3.0,8727,1,0,16,40.0,0,21000,13,0,0,0,0,1,1.0,756,0,0,1,0,1,0,1,2,1,0,7974,0,1500,1,105,3,230,236250.0,1
3,0,3.0,0,0,28.0,0,20020,0,0,0,0,0,1,1,6.0,1,0,0,0,0,1,0,314,5,0,0,0,1,0,0,0,8,1,0,1,0,8092,0,51,0,1,0,1,0,3009,7.0,8728,1,0,6,36.0,0,28000,13,0,0,0,0,5,1.0,826,0,0,1,0,1,0,1,3,1,0,7975,0,1650,1,105,752,75,254100.0,1
3,0,7.0,1,0,6.0,0,20020,0,0,0,0,0,1,1,6.0,1,0,0,0,0,1,0,2635,5,0,0,0,1,0,0,0,23,1,0,1,1,8093,1,51,0,1,0,1,1,97,3.0,8729,1,0,2,38.0,0,21000,13,0,0,0,0,1,2.0,3815,0,0,1,0,1,0,1,3,1,0,7976,0,1700,1,109,753,143,285600.0,1
3,0,7.0,1,0,6.0,0,20020,0,0,0,0,0,1,1,6.0,1,0,0,0,0,1,0,2635,5,0,0,0,1,0,0,0,23,1,0,1,1,8093,1,51,0,1,0,1,1,97,3.0,8729,1,0,2,38.0,0,21000,13,0,0,0,0,1,2.0,3815,0,0,1,0,1,0,1,3,1,0,7976,0,1700,1,109,753,143,285600.0,1
3,0,5.0,0,0,8.0,0,20020,0,0,0,0,0,1,1,7.0,1,0,0,0,0,1,1,2229,5,0,0,0,1,0,0,0,12,1,0,1,0,8094,0,52,0,1,0,1,0,0,5.0,8730,1,0,7,40.0,0,27000,13,0,0,0,0,5,1.0,3816,0,0,1,0,1,0,1,3,1,0,7977,0,1550,1,116,44,232,260400.0,1
3,0,5.0,0,0,8.0,0,20020,0,0,0,0,0,1,1,7.0,1,0,0,0,0,1,1,2229,5,0,0,0,1,0,0,0,12,1,0,1,0,8094,0,52,0,1,0,1,0,0,5.0,8730,1,0,7,40.0,0,27000,13,0,0,0,0,5,1.0,3816,0,0,1,0,1,0,1,3,1,0,7977,0,1550,1,116,44,232,260400.0,1
3,0,7.0,1,0,15.0,0,20020,1,0,1,0,0,1,1,1.0,1,0,0,0,0,1,0,2636,5,0,0,0,1,1,0,0,18,1,0,1,1,8095,0,51,0,1,0,1,0,3010,3.0,8731,1,0,7,40.0,0,21000,13,0,0,0,0,1,1.0,200,0,0,1,0,0,0,1,3,1,0,7978,0,1650,1,108,23,107,207900.0,1
3,0,1.0,0,0,7.0,0,22030,0,0,1,0,0,1,1,2.0,1,0,0,0,0,1,1,2637,5,0,0,0,1,0,0,0,21,1,0,1,0,8096,0,51,0,1,0,1,0,202,9.0,8732,1,0,26,46.0,0,27000,13,0,0,0,0,4,1.0,1068,0,0,1,0,1,0,1,3,1,0,7979,0,1700,1,111,206,56,267750.0,1
3,0,3.0,0,0,60.0,0,20020,0,0,1,0,0,1,1,1.0,1,0,0,0,0,1,1,163,5,0,0,0,1,0,0,1,1,1,0,1,0,8097,0,51,0,1,0,1,0,3011,7.0,8733,1,0,12,35.0,0,27000,13,0,0,0,0,1,1.0,3817,0,0,1,0,1,0,1,3,1,0,7980,0,1700,1,101,11,35,276675.0,0
3,0,3.0,0,0,60.0,0,20020,0,0,1,0,0,1,1,1.0,1,0,0,0,0,1,1,163,5,0,0,0,1,0,0,1,1,1,0,1,0,8097,0,51,0,1,0,1,0,3011,7.0,8733,1,0,12,35.0,0,27000,13,0,0,0,0,1,1.0,3817,0,0,1,0,1,0,1,3,1,0,7980,0,1700,1,101,11,35,276675.0,0
2,0,5.0,0,0,8.0,0,20020,0,0,1,0,0,1,1,5.0,0,0,0,0,0,1,1,2638,5,0,0,0,1,0,0,0,9,1,0,1,0,8098,0,51,0,1,0,1,0,3012,5.0,8734,1,0,2,40.0,0,21000,13,0,0,0,0,1,1.0,3818,0,0,1,0,1,0,1,3,1,0,7981,0,1700,1,113,13,152,285600.0,1
